Timestamp,Regime de Contratação,Qual é seu gênero?,Em qual região do Brasil você mora?,Modelo de Atuação,Você cria ou dá manutenção em testes automatizados em seu trabalho?,Qual é o seu salário mensal bruto em Reais?,Qual é o seu cargo atualmente?,Qual é sua senioridade?,Você foi afetado pela onde de demissões em massa nos últimos 6 meses?,(Opcional) Quais informações você quer que eu extraia a partir dos dados que você forneceu?
2/27/2023 5:56:33,CLT,Feminino,Sul,Remoto,"Sim, entre 1 e 8 horas por semana",4000,Analista de Testes,Júnior,Não,
3/1/2023 13:33:36,PJ,Feminino,Centro-Oeste,Remoto,Não,4000,Analista de Testes,Júnior,Não,
3/6/2023 12:27:32,CLT,Feminino,Sudeste,Híbrido (Presencial e Remoto),Não,4000,Analista de Qualidade (QA),Pleno,Não,
2/9/2023 6:14:48,PJ,Masculino,Sudeste,Híbrido (Presencial e Remoto),Não,4000,Analista de Qualidade (QA),Júnior,Não,
2/11/2023 13:47:11,CLT,Feminino,Sul,Remoto,"Sim, entre 1 e 8 horas por semana",4000,Analista de Testes,Júnior,Não,
2/16/2023 11:39:48,CLT,Feminino,Sudeste,Híbrido (Presencial e Remoto),Não,4000,Analista de Testes,Pleno,Sim,
2/17/2023 9:25:08,PJ,Feminino,Sudeste,Remoto,"Sim, mais de 8 horas por semama",4000,Analista de Testes,Pleno,Não,
2/26/2023 21:44:47,CLT,Masculino,Sudeste,Remoto,"Sim, mais de 8 horas por semama",4000,Analista de Qualidade (QA),Júnior,Não,
3/1/2023 8:43:10,CLT,Feminino,Sudeste,Remoto,Não,4000,Analista de Testes,Pleno,Não,
2/23/2023 6:21:10,CLT,Feminino,Sudeste,Remoto,Não,3974.07,Analista de Qualidade (QA),Júnior,Não,
2/22/2023 16:21:48,CLT,Masculino,Sul,Remoto,Não,3951,Analista de Qualidade (QA),Júnior,Não,
2/26/2023 13:19:20,CLT,Masculino,Sudeste,Remoto,"Sim, entre 1 e 8 horas por semana",3951,Automatizador de Testes,Júnior,Não,
2/9/2023 7:46:34,CLT,Masculino,Sudeste,Remoto,Não,3950,Analista de Qualidade (QA),Pleno,Não,"Estou procurando outra oportunidade de emprego, porém todas as vagas pedem testes automatizados, porém sei que muitas empresas pedem experiência e não usam, um exemplo é a que trabalho atualmente "
2/26/2023 8:24:40,CLT,Masculino,Nordeste,Remoto,"Sim, entre 1 e 8 horas por semana",3950,Analista de Qualidade (QA),Júnior,Não,
2/9/2023 7:13:37,CLT,Masculino,Sul,Remoto,Não,3927,Analista de Testes,Pleno,Sim,
2/21/2023 18:11:02,CLT,Feminino,Nordeste,Remoto,Não,3914,Analista de Qualidade (QA),Júnior,Não,Tempo de atuação na área de testes
2/9/2023 6:37:09,CLT,Masculino,Nordeste,Híbrido (Presencial e Remoto),"Sim, mais de 8 horas por semama",3900,Engenheiro de Qualidade (QA Engineer),Júnior,Não,
2/9/2023 13:58:43,CLT,Feminino,Sul,Remoto,"Sim, entre 1 e 8 horas por semana",3900,Analista de Testes,Júnior,Não,
2/26/2023 12:35:30,CLT,Masculino,Sul,Remoto,"Sim, mais de 8 horas por semama",3900,Analista de Testes,Júnior,Não,
2/26/2023 16:26:41,CLT,Feminino,Sudeste,Remoto,"Sim, entre 1 e 8 horas por semana",3900,Analista de Qualidade (QA),Júnior,Não,
2/9/2023 23:41:35,Contrato,Masculino,Nordeste,Remoto,"Sim, entre 1 e 8 horas por semana",3883,Analista de Qualidade (QA),Júnior,Não,Sou bolsista de um lab de uma Universidade Federal 
2/9/2023 19:14:01,CLT,Feminino,Sul,Remoto,"Sim, mais de 8 horas por semama",3856,Analista de Testes,Júnior,Não,
2/26/2023 9:39:34,CLT,Masculino,Sudeste,Híbrido (Presencial e Remoto),Não,3823,Analista de Testes,Júnior,Não,"Tenho 1 ano e meio de experiência manual pois, na minha empresa, o sistema sofre melhorias que são pagas pelos nossos clientes, estas precisam ser testadas manualmente por isso qa manual e tao forte na minha empresa
Eu gostaria de saber o salário e benefícios da galera de qa"
3/1/2023 10:14:58,CLT,Feminino,Sudeste,Remoto,Não,3800,Analista de Testes,Pleno,Não,
2/10/2023 12:04:56,CLT,Masculino,Sul,Remoto,Não,3800,Executor de Testes,Pleno,Não,
2/15/2023 13:06:21,CLT,Feminino,Sul,Presencial,Não,3800,Analista de Testes,Júnior,Não,
2/9/2023 6:57:24,CLT,Feminino,Nordeste,Remoto,"Sim, entre 1 e 8 horas por semana",3800,Analista de Testes,Pleno,Não,
2/9/2023 9:06:07,CLT,Masculino,Norte,Presencial,"Sim, entre 1 e 8 horas por semana",3800,Analista de Testes,Júnior,Não,
2/14/2023 9:38:09,CLT,Feminino,Centro-Oeste,Híbrido (Presencial e Remoto),Não,3800,Analista de Testes,Júnior,Não,
2/22/2023 17:18:44,CLT,Masculino,Sudeste,Remoto,"Sim, entre 1 e 8 horas por semana",3800,Analista de Testes,Júnior,Não,
2/27/2023 21:27:59,CLT,Feminino,Sudeste,Remoto,Não,3800,Analista de Qualidade (QA),Pleno,Não,
2/10/2023 10:37:25,CLT,Masculino,Sudeste,Remoto,"Sim, entre 1 e 8 horas por semana",3800,Analista de Testes,Júnior,Não,
2/26/2023 10:31:00,CLT,Masculino,Nordeste,Híbrido (Presencial e Remoto),"Sim, entre 1 e 8 horas por semana",3800,Engenheiro de Qualidade (QA Engineer),Júnior,Não,
2/9/2023 16:05:54,CLT,Feminino,Sudeste,Remoto,Não,3780,Analista de Qualidade (QA),Júnior,Não,
2/9/2023 7:43:55,CLT,Feminino,Sudeste,Híbrido (Presencial e Remoto),"Sim, entre 1 e 8 horas por semana",3764,Analista de Testes,Pleno,Não,Moro em Minas Gerais 
2/27/2023 11:49:18,CLT,Masculino,Nordeste,Remoto,Não,3757,Analista de Qualidade (QA),Júnior,Não,
2/9/2023 9:30:12,CLT,Masculino,Sul,Remoto,"Sim, entre 1 e 8 horas por semana",3755,Analista de Qualidade (QA),Júnior,Não,
2/22/2023 17:31:11,CLT,Feminino,Norte,Remoto,Não,3750,Analista de Testes,Pleno,Não,
2/16/2023 8:49:39,CLT,Masculino,Sudeste,Remoto,Não,3750,Analista de Testes,Pleno,Não,
2/11/2023 10:20:20,CLT,Masculino,Nordeste,Remoto,Não,3743,Analista de Qualidade (QA),Pleno,Não,
2/9/2023 7:47:55,CLT,Feminino,Sul,Remoto,"Sim, entre 1 e 8 horas por semana",3732.07,Analista de Testes,Júnior,Não,
2/26/2023 15:35:05,CLT,Masculino,Sudeste,Remoto,"Sim, mais de 8 horas por semama",3716,Analista de Qualidade (QA),Júnior,Não,
2/26/2023 9:16:24,CLT,Feminino,Norte,Remoto,"Sim, entre 1 e 8 horas por semana",3700,Analista de Qualidade (QA),Pleno,Não,
2/26/2023 18:18:41,CLT,Feminino,Sudeste,Híbrido (Presencial e Remoto),"Sim, entre 1 e 8 horas por semana",3700,Analista de Testes,Júnior,Não,
2/11/2023 8:37:23,PJ,Masculino,Sudeste,Remoto,Não,3700,Analista de Testes,Júnior,Não,
2/11/2023 9:04:04,CLT,Masculino,Nordeste,Remoto,"Sim, entre 1 e 8 horas por semana",3700,Analista de Testes,Júnior,Não,
2/14/2023 20:22:56,CLT,Feminino,Sul,Remoto,Não,3700,Analista de Testes,Júnior,Não,
2/14/2023 22:18:47,CLT,Feminino,Sudeste,Híbrido (Presencial e Remoto),Não,3700,Analista de Qualidade (QA),Pleno,Não,
2/22/2023 9:04:20,CLT,Masculino,Sudeste,Híbrido (Presencial e Remoto),"Sim, mais de 8 horas por semama",3700,Automatizador de Testes,Júnior,Não,
2/27/2023 14:25:37,CLT,Masculino,Sul,Presencial,Não,3700,Analista de Qualidade (QA),Pleno,Não,
2/27/2023 5:26:08,CLT,Masculino,Sul,Híbrido (Presencial e Remoto),Não,3680,Analista de Testes,Pleno,Não,
2/9/2023 6:28:57,CLT,Feminino,Centro-Oeste,Remoto,Não,3670,Analista de Qualidade (QA),Júnior,Não,"Sexo, salário e senioridade "
2/26/2023 12:08:35,CLT,Masculino,Sudeste,Remoto,Não,3670,Analista de Testes,Pleno,Não,
2/13/2023 11:17:57,CLT,Masculino,Nordeste,Remoto,"Sim, mais de 8 horas por semama",3600,Analista de Testes,Júnior,Não,
2/10/2023 5:48:40,CLT,Feminino,Sudeste,Remoto,Não,3600,Analista de Qualidade (QA),Pleno,Não,
2/18/2023 11:25:14,CLT,Feminino,Sul,Remoto,Não,3600,Analista de Qualidade (QA),Júnior,Não,
2/9/2023 9:34:02,CLT,Masculino,Sudeste,Híbrido (Presencial e Remoto),Não,3600,Analista de Testes,Júnior,Não,
2/23/2023 0:57:10,CLT,Feminino,Nordeste,Remoto,Não,3600,Analista de Testes,Júnior,Sim,
2/16/2023 18:42:52,CLT,Masculino,Sul,Híbrido (Presencial e Remoto),"Sim, entre 1 e 8 horas por semana",3600,Analista de Qualidade (QA),Júnior,Não,
2/23/2023 13:49:57,CLT,Masculino,Sudeste,Remoto,Não,3600,Analista de Testes,Júnior,Não,
2/18/2023 16:10:20,CLT,Feminino,Norte,Remoto,Não,3599.51,Analista de Testes,Pleno,Não,
2/9/2023 14:50:43,CLT,Feminino,Sudeste,Remoto,Não,3599,Executor de Testes,Pleno,Não,
2/9/2023 6:19:07,CLT,Masculino,Norte,Híbrido (Presencial e Remoto),"Sim, entre 1 e 8 horas por semana",3597,Analista de Qualidade (QA),Júnior,Não,
2/9/2023 8:23:10,CLT,Feminino,Sudeste,Remoto,Não,3593.65,Analista de Testes,Pleno,Não,Salario diferente entre presencial x hibrido x remoto
2/21/2023 16:26:57,CLT,Masculino,Nordeste,Remoto,Não,3583,Analista de Testes,Júnior,Não,Insomnia e Postman
2/21/2023 12:55:01,CLT,Feminino,Sul,Híbrido (Presencial e Remoto),Não,3580,Analista de Testes,Júnior,Não,
2/12/2023 21:09:01,CLT,Masculino,Sudeste,Remoto,"Sim, entre 1 e 8 horas por semana",3560,Engenheiro de Qualidade (QA Engineer),Júnior,Não,
2/24/2023 6:56:12,CLT,Masculino,Sul,Remoto,Não,3559,Automatizador de Testes,Júnior,Não,
2/9/2023 7:15:26,CLT,Masculino,Sudeste,Remoto,Não,3557,Analista de Testes,Pleno,Não,
2/27/2023 6:13:26,CLT,Feminino,Sudeste,Remoto,"Sim, entre 1 e 8 horas por semana",3553,Analista de Testes,Júnior,Não,
2/9/2023 7:25:41,CLT,Masculino,Sudeste,Híbrido (Presencial e Remoto),Não,3527,Analista de Testes,Pleno,Não,
2/10/2023 4:47:42,CLT,Feminino,Norte,Híbrido (Presencial e Remoto),Não,3500,Executor de Testes,Júnior,Não,
2/9/2023 6:10:20,CLT,Masculino,Sul,Presencial,"Sim, mais de 8 horas por semama",3500,Analista de Qualidade (QA),Júnior,Não,
2/9/2023 11:13:18,CLT,Feminino,Sudeste,Remoto,Não,3500,Analista de Testes,Pleno,Sim,
2/9/2023 18:22:32,CLT,Masculino,Sudeste,Remoto,Não,3500,Analista de Testes,Pleno,Não,
2/21/2023 11:58:45,CLT,Feminino,Sudeste,Remoto,"Sim, entre 1 e 8 horas por semana",3500,Analista de Testes,Júnior,Não,
2/26/2023 8:21:16,CLT,Feminino,Sul,Remoto,"Sim, mais de 8 horas por semama",3500,Analista de Testes,Pleno,Não,Salários
2/26/2023 15:04:48,CLT,Feminino,Sudeste,Remoto,Não,3500,Analista de Testes,Júnior,Não,
2/26/2023 17:19:43,CLT,Masculino,Sudeste,Remoto,"Sim, mais de 8 horas por semama",3500,Automatizador de Testes,Pleno,Não,
2/9/2023 6:10:16,CLT,Feminino,Nordeste,Presencial,Não,3500,Analista de Testes,Pleno,Não,
2/9/2023 6:16:33,CLT,Feminino,Sudeste,Remoto,Não,3500,Analista de Testes,Júnior,Não,
2/9/2023 6:22:03,CLT,Masculino,Sudeste,Remoto,"Sim, entre 1 e 8 horas por semana",3500,Analista de Qualidade (QA),Júnior,Não,Salário e Lay-off
2/9/2023 10:11:27,CLT,Feminino,Sudeste,Remoto,Não,3500,Analista de Testes,Júnior,Não,
2/9/2023 19:28:13,CLT,Feminino,Nordeste,Remoto,Não,3500,Analista de Qualidade (QA),Júnior,Não,
2/11/2023 11:59:15,CLT,Masculino,Sul,Remoto,"Sim, mais de 8 horas por semama",3500,Analista de Qualidade (QA),Júnior,Não,
2/21/2023 12:12:21,CLT,Masculino,Sul,Presencial,"Sim, mais de 8 horas por semama",3500,Analista de Qualidade (QA),Júnior,Não,
2/21/2023 13:29:31,CLT,Feminino,Sul,Híbrido (Presencial e Remoto),"Sim, entre 1 e 8 horas por semana",3500,Analista de Testes,Pleno,Não,
2/21/2023 18:03:31,CLT,Masculino,Nordeste,Remoto,"Sim, entre 1 e 8 horas por semana",3500,Analista de Qualidade (QA),Júnior,Sim,
2/22/2023 6:50:00,PJ,Feminino,Sudeste,Remoto,Não,3500,Analista de Testes,Júnior,Não,
2/26/2023 8:59:36,CLT,Masculino,Centro-Oeste,Remoto,Não,3500,Analista de Testes,Júnior,Não,
2/26/2023 9:30:44,PJ,Feminino,Sul,Remoto,"Sim, mais de 8 horas por semama",3500,Analista de Testes,Júnior,Não,
2/26/2023 10:55:45,PJ,Masculino,Sul,Remoto,"Sim, mais de 8 horas por semama",3500,Analista de Testes,Júnior,Não,
2/27/2023 4:53:35,CLT,Masculino,Sudeste,Presencial,"Sim, mais de 8 horas por semama",3500,Analista de Testes,Júnior,Não,
2/28/2023 13:53:15,CLT,Feminino,Sul,Remoto,Não,3500,Analista de Testes,Júnior,Não,
2/9/2023 16:27:43,CLT,Masculino,Centro-Oeste,Remoto,Não,3500,Analista de Testes,Júnior,Não,
2/11/2023 8:34:35,PJ,Feminino,Sul,Remoto,"Sim, entre 1 e 8 horas por semana",3500,Analista de Testes,Júnior,Não,
2/23/2023 7:16:38,PJ,Feminino,Sudeste,Remoto,Não,3500,Engenheiro de Qualidade (QA Engineer),Júnior,Não,
2/9/2023 8:45:55,CLT,Masculino,Sudeste,Remoto,"Sim, entre 1 e 8 horas por semana",3499,Analista de Testes,Júnior,Não,
2/11/2023 9:25:34,CLT,Masculino,Sudeste,Híbrido (Presencial e Remoto),"Sim, entre 1 e 8 horas por semana",3480,Executor de Testes,Júnior,Não,
2/9/2023 9:59:42,CLT,Feminino,Sudeste,Remoto,Não,3455.86,Analista de Qualidade (QA),Júnior,Não,
2/9/2023 6:21:00,CLT,Feminino,Sudeste,Remoto,Não,3453.74,Analista de Testes,Júnior,Não,
2/17/2023 5:57:15,CLT,Feminino,Nordeste,Remoto,Não,3444,Analista de Qualidade (QA),Júnior,Não,
2/24/2023 4:52:06,CLT,Masculino,Sudeste,Remoto,Não,3422,Analista de Qualidade (QA),Júnior,Não,"Estou estudando Java para automatizar atualmente Mas já automatizei web utilizando cypress na última empresa

Entrei no curso entre 1 a 3 meses depois que consegui vaga na área de testes, foi bem gratificante, pois ribeira o único testador e me deu uma boa base naquilo que fazia, consegui novos vocabulários e também o entendimento nas técnicas dos testes entre outras coisas"
2/11/2023 15:30:27,CLT,Masculino,Sul,Híbrido (Presencial e Remoto),Não,3400,Analista de Qualidade (QA),Júnior,Não,
2/26/2023 18:16:27,CLT,Feminino,Centro-Oeste,Presencial,"Sim, entre 1 e 8 horas por semana",3400,Líder de Testes,Sênior,Não,
3/3/2023 20:28:42,CLT,Feminino,Sudeste,Remoto,"Sim, entre 1 e 8 horas por semana",3400,Analista de Testes,Júnior,Não,
2/9/2023 6:42:00,CLT,Masculino,Norte,Híbrido (Presencial e Remoto),"Sim, mais de 8 horas por semama",3400,Analista de Testes,Júnior,Não,
2/9/2023 7:08:39,CLT,Feminino,Sudeste,Remoto,Não,3400,Analista de Qualidade (QA),Júnior,Não,
2/9/2023 12:05:19,CLT,Masculino,Sudeste,Remoto,"Sim, mais de 8 horas por semama",3400,Automatizador de Testes,Júnior,Não,
2/11/2023 20:31:54,CLT,Feminino,Sudeste,Remoto,Não,3400,Analista de Qualidade (QA),Júnior,Não,
2/21/2023 12:36:38,CLT,Feminino,Sudeste,Remoto,Não,3400,Analista de Qualidade (QA),Júnior,Não,Salário por senioridade  
3/6/2023 12:34:38,CLT,Masculino,Sul,Remoto,Não,3360,Analista de Qualidade (QA),Júnior,Não,
2/9/2023 8:29:42,CLT,Masculino,Sul,Remoto,Não,3350,Analista de Testes,Pleno,Não,
2/9/2023 20:30:09,CLT,Masculino,Sudeste,Remoto,Não,3350,Analista de Testes,Pleno,Não,
2/27/2023 4:14:55,CLT,Masculino,Sul,Híbrido (Presencial e Remoto),"Sim, entre 1 e 8 horas por semana",3346,Analista de Testes,Júnior,Não,Média salarial por senioridade por região
2/21/2023 11:45:41,CLT,Masculino,Centro-Oeste,Híbrido (Presencial e Remoto),"Sim, mais de 8 horas por semama",3342.21,Engenheiro de Qualidade (QA Engineer),Júnior,Não,
2/27/2023 9:38:01,CLT,Feminino,Sudeste,Remoto,"Sim, entre 1 e 8 horas por semana",3330.7,Analista de Testes,Júnior,Não,
2/22/2023 12:09:28,CLT,Feminino,Sudeste,Remoto,Não,3328,Analista de Qualidade (QA),Júnior,Não,
2/21/2023 17:11:32,CLT,Masculino,Sudeste,Remoto,Não,3300,Analista de Testes,Júnior,Não,
2/26/2023 12:52:00,CLT,Feminino,Sudeste,Remoto,"Sim, entre 1 e 8 horas por semana",3300,Analista de Testes,Júnior,Sim,
2/9/2023 12:04:02,CLT,Masculino,Nordeste,Remoto,Não,3300,Analista de Qualidade (QA),Júnior,Não,Média salarial
2/9/2023 9:36:54,CLT,Feminino,Sudeste,Remoto,"Sim, entre 1 e 8 horas por semana",3300,Analista de Qualidade (QA),Júnior,Não,
2/9/2023 13:20:52,CLT,Feminino,Sudeste,Remoto,Não,3300,Analista de Testes,Júnior,Não,
2/22/2023 6:13:42,CLT,Feminino,Sul,Híbrido (Presencial e Remoto),Não,3300,Analista de Testes,Sênior,Não,
2/27/2023 9:04:34,CLT,Feminino,Sudeste,Híbrido (Presencial e Remoto),Não,3300,Analista de Qualidade (QA),Júnior,Não,
2/16/2023 17:37:08,CLT,Feminino,Centro-Oeste,Remoto,Não,3300,Analista de Qualidade (QA),Pleno,Não,
2/9/2023 11:33:49,CLT,Feminino,Sul,Remoto,Não,3280,Analista de Testes,Pleno,Não,
2/26/2023 16:11:15,CLT,Masculino,Sudeste,Híbrido (Presencial e Remoto),Não,3260,Engenheiro de Qualidade (QA Engineer),Sênior,Sim,Moro fora do Brazil - Australia 
2/9/2023 7:41:00,CLT,Masculino,Sudeste,Remoto,"Sim, entre 1 e 8 horas por semana",3250,Analista de Testes,Júnior,Sim,
2/27/2023 13:17:41,CLT,Masculino,Sudeste,Remoto,"Sim, entre 1 e 8 horas por semana",3248,Analista de Testes,Júnior,Não,
2/10/2023 5:27:50,CLT,Feminino,Nordeste,Remoto,"Sim, entre 1 e 8 horas por semana",3244,Analista de Qualidade (QA),Júnior,Não,
2/9/2023 17:01:55,CLT,Masculino,Sul,Híbrido (Presencial e Remoto),"Sim, mais de 8 horas por semama",3211.4,Analista de Testes,Pleno,Não,Média salarial 
2/9/2023 6:33:53,CLT,Masculino,Sudeste,Remoto,Não,3200,Analista de Testes,Júnior,Não,
2/9/2023 9:40:58,CLT,Feminino,Nordeste,Remoto,"Sim, mais de 8 horas por semama",3200,Automatizador de Testes,Júnior,Não,
2/9/2023 10:29:02,CLT,Masculino,Sudeste,Remoto,"Sim, mais de 8 horas por semama",3200,Analista de Qualidade (QA),Júnior,Não,
2/19/2023 21:30:27,CLT,Feminino,Nordeste,Remoto,Não,3200,Analista de Qualidade (QA),Júnior,Não,
2/9/2023 6:11:17,CLT,Feminino,Sudeste,Híbrido (Presencial e Remoto),Não,3200,Analista de Qualidade (QA),Júnior,Não,
2/9/2023 6:40:21,CLT,Masculino,Sudeste,Híbrido (Presencial e Remoto),Não,3200,Analista de Testes,Júnior,Não,
2/9/2023 7:35:37,CLT,Masculino,Sul,Híbrido (Presencial e Remoto),Não,3200,Analista de Testes,Júnior,Não,Os dados dos lay-offs 
2/9/2023 21:19:15,CLT,Feminino,Sul,Remoto,Não,3200,Analista de Qualidade (QA),Trainee,Não,
2/11/2023 11:55:11,CLT,Masculino,Sudeste,Híbrido (Presencial e Remoto),Não,3200,Analista de Qualidade (QA),Júnior,Não,
2/21/2023 12:32:03,CLT,Masculino,Sudeste,Remoto,"Sim, entre 1 e 8 horas por semana",3200,Analista de Testes,Pleno,Não,
2/28/2023 13:31:01,CLT,Masculino,Sudeste,Remoto,Não,3200,Analista de Qualidade (QA),Júnior,Não,
3/8/2023 13:54:12,CLT,Feminino,Centro-Oeste,Híbrido (Presencial e Remoto),Não,3200,Analista de Testes,Júnior,Não,
3/6/2023 3:48:05,CLT,Feminino,Centro-Oeste,Presencial,Não,3200,Analista de Testes,Pleno,Não,
2/24/2023 8:54:37,CLT,Masculino,Sudeste,Remoto,"Sim, entre 1 e 8 horas por semana",3195,Analista de Testes,Júnior,Não,
2/9/2023 21:25:31,CLT,Masculino,Centro-Oeste,Remoto,Não,3194,Analista de Testes,Júnior,Não,Salário Automação 
2/11/2023 17:54:47,CLT,Feminino,Sul,Remoto,Não,3185,Analista de Qualidade (QA),Júnior,Não,
2/9/2023 6:17:40,CLT,Feminino,Nordeste,Remoto,Não,3150,Analista de Testes,Júnior,Não,Gostaria de saber o que eu tenho de saber em conhecimento para me tornar pleno nivelado com o mercado profissional
2/24/2023 13:13:01,CLT,Masculino,Sudeste,Híbrido (Presencial e Remoto),Não,3150,Analista de Qualidade (QA),Júnior,Não,
2/9/2023 6:53:02,CLT,Masculino,Nordeste,Remoto,Não,3130.91,Analista de Testes,Júnior,Não,
2/9/2023 7:54:06,CLT,Masculino,Sudeste,Remoto,Não,3100,Analista de Qualidade (QA),Júnior,Não,
2/9/2023 15:18:33,CLT,Masculino,Sudeste,Remoto,Não,3100,Analista de Testes,Júnior,Não,
2/13/2023 16:00:10,CLT,Feminino,Sudeste,Remoto,"Sim, entre 1 e 8 horas por semana",3100,Analista de Qualidade (QA),Pleno,Não,
2/9/2023 8:49:17,CLT,Masculino,Centro-Oeste,Remoto,"Sim, entre 1 e 8 horas por semana",3100,Analista de Testes,Pleno,Não,"Média salarial e se existe distinção de salário entre os cargos da área de qualidade, ex: analista de testes e engenheiro de automação "
2/10/2023 22:18:04,CLT,Feminino,Sudeste,Remoto,Não,3100,Analista de Testes,Júnior,Não,
2/15/2023 14:46:25,CLT,Masculino,Nordeste,Remoto,Não,3088,Analista de Testes,Júnior,Não,
2/26/2023 14:58:09,CLT,Masculino,Sul,Remoto,"Sim, mais de 8 horas por semama",3066,Automatizador de Testes,Júnior,Não,
2/10/2023 6:56:07,CLT,Feminino,Sudeste,Híbrido (Presencial e Remoto),"Sim, mais de 8 horas por semama",3050.9,Analista de Testes,Júnior,Não,
2/20/2023 15:21:25,CLT,Masculino,Sudeste,Remoto,"Sim, mais de 8 horas por semama",3050,Analista de Testes,Júnior,Não,
2/11/2023 10:35:58,CLT,Masculino,Sudeste,Presencial,Não,3030,Líder de Testes,Pleno,Não,
3/6/2023 8:52:35,PJ,Feminino,Nordeste,Remoto,Não,3024,Analista de Qualidade (QA),Júnior,Não,
2/9/2023 10:26:15,CLT,Feminino,Sudeste,Remoto,Não,3023.6,Analista de Qualidade (QA),Trainee,Não,
2/27/2023 6:35:29,CLT,Masculino,Sudeste,Remoto,"Sim, mais de 8 horas por semama",3005,Analista de Testes,Júnior,Não,
3/6/2023 6:12:48,CLT,Masculino,Sudeste,Híbrido (Presencial e Remoto),Não,3000.5,Analista de Testes,Júnior,Não,
2/15/2023 11:41:49,CLT,Feminino,Centro-Oeste,Remoto,"Sim, entre 1 e 8 horas por semana",3000,Automatizador de Testes,Júnior,Não,
2/9/2023 18:03:48,CLT,Feminino,Sudeste,Híbrido (Presencial e Remoto),Não,3000,Analista de Testes,Júnior,Não,
2/9/2023 8:42:20,CLT,Feminino,Sudeste,Híbrido (Presencial e Remoto),"Sim, entre 1 e 8 horas por semana",3000,Analista de Testes,Júnior,Não,
2/9/2023 18:42:27,CLT,Feminino,Sul,Híbrido (Presencial e Remoto),"Sim, mais de 8 horas por semama",3000,Analista de Qualidade (QA),Júnior,Não,
2/9/2023 21:15:01,CLT,Feminino,Sudeste,Remoto,Não,3000,Analista de Qualidade (QA),Júnior,Não,
2/19/2023 10:27:40,Flex,Feminino,Sudeste,Presencial,Não,3000,Executor de Testes,Júnior,Não,
2/21/2023 11:57:06,CLT,Feminino,Sudeste,Remoto,"Sim, entre 1 e 8 horas por semana",3000,Automatizador de Testes,Júnior,Não,
2/23/2023 6:42:24,CLT,Masculino,Sul,Remoto,"Sim, mais de 8 horas por semama",3000,Analista de Testes,Júnior,Não,Se for contar com benefícios ganho 4 mil reais 
2/24/2023 12:11:58,CLT,Masculino,Sudeste,Remoto,Não,3000,Analista de Testes,Júnior,Não,
2/26/2023 12:29:10,CLT,Masculino,Sul,Híbrido (Presencial e Remoto),"Sim, entre 1 e 8 horas por semana",3000,Analista de Testes,Júnior,Não,
2/27/2023 12:47:10,CLT,Feminino,Centro-Oeste,Presencial,Não,3000,Analista de Testes,Júnior,Não,
2/9/2023 6:13:01,CLT,Masculino,Nordeste,Remoto,Não,3000,Analista de Testes,Júnior,Não,
2/9/2023 6:22:05,CLT,Masculino,Nordeste,Remoto,"Sim, entre 1 e 8 horas por semana",3000,Analista de Testes,Júnior,Não,"Adicional de vale refeição de 700,00"
2/9/2023 6:44:36,CLT,Masculino,Nordeste,Remoto,"Sim, mais de 8 horas por semama",3000,Analista de Qualidade (QA),Júnior,Não,Quero saber se ganho pouco demais pras funções que eu exerço 
2/9/2023 8:52:28,CLT,Feminino,Sudeste,Remoto,Não,3000,Analista de Testes,Júnior,Não,
2/9/2023 10:01:40,PJ,Masculino,Sudeste,Híbrido (Presencial e Remoto),"Sim, mais de 8 horas por semama",3000,Executor de Testes,Trainee,Não,
2/9/2023 14:55:25,Contrato,Masculino,Centro-Oeste,Híbrido (Presencial e Remoto),"Sim, entre 1 e 8 horas por semana",3000,Analista de Qualidade (QA),Júnior,Não,
2/10/2023 6:51:25,CLT,Feminino,Sudeste,Remoto,Não,3000,Analista de Qualidade (QA),Júnior,Sim,
2/11/2023 12:02:18,CLT,Masculino,Sudeste,Remoto,Não,3000,Executor de Testes,Júnior,Não,
2/22/2023 16:13:23,CLT,Masculino,Centro-Oeste,Remoto,Não,3000,Analista de Testes,Júnior,Não,"Estou atuando como QA graças a seu curso e muitas horas de estudo, Júlio! Muito obrigado Acredito que sobre o modelo de trabalho remoto, muitos QAs estão preferindo Recebi uma proposta de emprego para trabalho presencial, ganhando quase 1,5k a mais, porém eu recusei devido à distância e o tempo de locomoção! 
Abraço Júlio, Samuel Silva da turma número 6 😀"
2/22/2023 23:47:27,CLT,Masculino,Sul,Híbrido (Presencial e Remoto),Não,3000,Analista de Qualidade (QA),Júnior,Não,
2/26/2023 9:12:38,CLT,Feminino,Sudeste,Remoto,"Sim, entre 1 e 8 horas por semana",3000,Analista de Qualidade (QA),Júnior,Não,
2/26/2023 11:34:43,CLT,Masculino,Sudeste,Remoto,"Sim, entre 1 e 8 horas por semana",3000,Analista de Testes,Júnior,Não,
2/26/2023 12:36:08,CLT,Feminino,Sudeste,Remoto,"Sim, mais de 8 horas por semama",3000,Analista de Testes,Trainee,Não,
2/27/2023 5:36:35,CLT,Masculino,Sul,Híbrido (Presencial e Remoto),Não,3000,Analista de Qualidade (QA),Júnior,Não,
2/27/2023 6:45:47,PJ,Masculino,Sudeste,Híbrido (Presencial e Remoto),Não,3000,Analista de Qualidade (QA),Júnior,Não,
2/27/2023 7:11:04,CLT,Masculino,Nordeste,Remoto,Não,3000,Analista de Qualidade (QA),Pleno,Não,
